1638655336532-0,FUEL_Press,49,LOX_Press,49,FUEL_Vent,49,LOX_Vent,49,MAIN,49,FUEL_Purge,49,LOX_Purge,49
1638655337536-0,FUEL_Press,49,LOX_Press,49,FUEL_Vent,49,LOX_Vent,49,MAIN,49,FUEL_Purge,49,LOX_Purge,49
1638655338779-0,FUEL_Press,49,LOX_Press,49,FUEL_Vent,49,LOX_Vent,49,MAIN,49,FUEL_Purge,49,LOX_Purge,49
1638655340440-0,FUEL_Press,49,LOX_Press,49,FUEL_Vent,49,LOX_Vent,49,MAIN,49,FUEL_Purge,49,LOX_Purge,49
1638655341909-0,FUEL_Press,49,LOX_Press,49,FUEL_Vent,49,LOX_Vent,49,MAIN,49,FUEL_Purge,49,LOX_Purge,49
1638655343372-0,FUEL_Press,49,LOX_Press,49,FUEL_Vent,49,LOX_Vent,49,MAIN,49,FUEL_Purge,49,LOX_Purge,49
1638655344583-0,FUEL_Press,49,LOX_Press,49,FUEL_Vent,49,LOX_Vent,49,MAIN,49,FUEL_Purge,49,LOX_Purge,49
1638655345604-0,FUEL_Press,49,LOX_Press,49,FUEL_Vent,49,LOX_Vent,49,MAIN,49,FUEL_Purge,49,LOX_Purge,49
1638655346684-0,FUEL_Press,49,LOX_Press,49,FUEL_Vent,49,LOX_Vent,49,MAIN,49,FUEL_Purge,49,LOX_Purge,49
1638655348093-0,FUEL_Press,49,LOX_Press,49,FUEL_Vent,49,LOX_Vent,49,MAIN,49,FUEL_Purge,49,LOX_Purge,49
1638655349197-0,FUEL_Press,49,LOX_Press,49,FUEL_Vent,49,LOX_Vent,49,MAIN,49,FUEL_Purge,49,LOX_Purge,49
1638655350561-0,FUEL_Press,49,LOX_Press,49,FUEL_Vent,49,LOX_Vent,49,MAIN,49,FUEL_Purge,49,LOX_Purge,49
1638655351590-0,FUEL_Press,49,LOX_Press,49,FUEL_Vent,49,LOX_Vent,49,MAIN,49,FUEL_Purge,49,LOX_Purge,49
1638655352787-0,FUEL_Press,49,LOX_Press,49,FUEL_Vent,49,LOX_Vent,49,MAIN,49,FUEL_Purge,49,LOX_Purge,49
1638655353801-0,FUEL_Press,49,LOX_Press,49,FUEL_Vent,49,LOX_Vent,49,MAIN,49,FUEL_Purge,49,LOX_Purge,49
1638655354807-0,FUEL_Press,49,LOX_Press,49,FUEL_Vent,49,LOX_Vent,49,MAIN,49,FUEL_Purge,49,LOX_Purge,49
1638655355809-0,FUEL_Press,49,LOX_Press,49,FUEL_Vent,49,LOX_Vent,49,MAIN,49,FUEL_Purge,49,LOX_Purge,49
1638655356824-0,FUEL_Press,49,LOX_Press,49,FUEL_Vent,49,LOX_Vent,49,MAIN,49,FUEL_Purge,49,LOX_Purge,49
1638655370514-0,FUEL_Press,49,LOX_Press,49,FUEL_Vent,48,LOX_Vent,49,MAIN,49,FUEL_Purge,49,LOX_Purge,49
1638655372740-0,FUEL_Press,49,LOX_Press,49,FUEL_Vent,49,LOX_Vent,49,MAIN,49,FUEL_Purge,49,LOX_Purge,49
1638655580020-0,FUEL_Press,49,LOX_Press,49,FUEL_Vent,48,LOX_Vent,49,MAIN,49,FUEL_Purge,49,LOX_Purge,49
1638655582155-0,FUEL_Press,49,LOX_Press,49,FUEL_Vent,48,LOX_Vent,49,MAIN,49,FUEL_Purge,49,LOX_Purge,49
1638655585713-0,FUEL_Press,49,LOX_Press,49,FUEL_Vent,48,LOX_Vent,48,MAIN,49,FUEL_Purge,49,LOX_Purge,49
1638655594003-0,FUEL_Press,48,LOX_Press,49,FUEL_Vent,48,LOX_Vent,48,MAIN,49,FUEL_Purge,49,LOX_Purge,49
1638655595669-0,FUEL_Press,48,LOX_Press,49,FUEL_Vent,48,LOX_Vent,48,MAIN,49,FUEL_Purge,49,LOX_Purge,49
1638655597326-0,FUEL_Press,48,LOX_Press,49,FUEL_Vent,48,LOX_Vent,48,MAIN,49,FUEL_Purge,49,LOX_Purge,49
1638655612149-0,FUEL_Press,48,LOX_Press,49,FUEL_Vent,48,LOX_Vent,48,MAIN,48,FUEL_Purge,49,LOX_Purge,49
1638655614050-0,FUEL_Press,48,LOX_Press,49,FUEL_Vent,48,LOX_Vent,48,MAIN,48,FUEL_Purge,49,LOX_Purge,49
1638655615578-0,FUEL_Press,48,LOX_Press,49,FUEL_Vent,48,LOX_Vent,48,MAIN,48,FUEL_Purge,49,LOX_Purge,49
1638655617454-0,FUEL_Press,48,LOX_Press,49,FUEL_Vent,48,LOX_Vent,48,MAIN,48,FUEL_Purge,49,LOX_Purge,49
1638655619350-0,FUEL_Press,48,LOX_Press,49,FUEL_Vent,48,LOX_Vent,48,MAIN,49,FUEL_Purge,49,LOX_Purge,49
1638655629425-0,FUEL_Press,49,LOX_Press,49,FUEL_Vent,48,LOX_Vent,48,MAIN,49,FUEL_Purge,49,LOX_Purge,49
1638655631277-0,FUEL_Press,49,LOX_Press,49,FUEL_Vent,48,LOX_Vent,48,MAIN,49,FUEL_Purge,49,LOX_Purge,49
1638655632719-0,FUEL_Press,49,LOX_Press,49,FUEL_Vent,48,LOX_Vent,48,MAIN,49,FUEL_Purge,49,LOX_Purge,49
1638655634155-0,FUEL_Press,49,LOX_Press,49,FUEL_Vent,48,LOX_Vent,48,MAIN,49,FUEL_Purge,49,LOX_Purge,49
1638655637080-0,FUEL_Press,49,LOX_Press,49,FUEL_Vent,48,LOX_Vent,48,MAIN,49,FUEL_Purge,49,LOX_Purge,49
1638655677617-0,FUEL_Press,49,LOX_Press,49,FUEL_Vent,48,LOX_Vent,48,MAIN,49,FUEL_Purge,48,LOX_Purge,49
